"SURFACE"	"equals_box.jpg"	"pb"
"ABDOMEN"	"equals_box.jpg"	"pb"
"METAL"	"pluses_box.jpg"	"t"
"HIVE"	"pluses_box.jpg"	"t"
"SURPRISE"	"pluses_box.jpg"	"t"
"COAST"	"equals_box.jpg"	"pb"
"BROOM"	"pluses_box.jpg"	"t"
"WOOD"	"exes_box.jpg"	"nt"
"UNIT"	"exes_box.jpg"	"nt"
"JOURNEY"	"exes_box.jpg"	"nt"
"LATCH"	"pluses_box.jpg"	"t"
"MIXTURE"	"exes_box.jpg"	"nt"
"PET"	"equals_box.jpg"	"pb"
"NEEDLE"	"equals_box.jpg"	"pb"
"LICE"	"pluses_box.jpg"	"t"
"PLUM"	"pluses_box.jpg"	"t"
"NAPKIN"	"pluses_box.jpg"	"t"
"FOSSIL"	"equals_box.jpg"	"pb"
"PICNIC"	"pluses_box.jpg"	"t"
"HUG"	"exes_box.jpg"	"nt"
"BRAKE"	"equals_box.jpg"	"pb"
"SERVANT"	"equals_box.jpg"	"pb"
"RELAX"	"equals_box.jpg"	"pb"
"ANTLER"	"exes_box.jpg"	"nt"
"VITAMIN"	"pluses_box.jpg"	"t"
"STUMBLE"	"exes_box.jpg"	"nt"
"LAWN"	"equals_box.jpg"	"pb"
"INSTANT"	"exes_box.jpg"	"nt"
"WAFFLE"	"equals_box.jpg"	"pb"
"NIGHTCLUB"	"pluses_box.jpg"	"t"
"DECISION"	"pluses_box.jpg"	"t"
"BUSINESS"	"exes_box.jpg"	"nt"
"CANDLE"	"pluses_box.jpg"	"t"
"BREATH"	"equals_box.jpg"	"pb"
"SOCIETY"	"exes_box.jpg"	"nt"
"CRADLE"	"pluses_box.jpg"	"t"
"BOOTH"	"equals_box.jpg"	"pb"
"LENS"	"pluses_box.jpg"	"t"
"STEAM"	"equals_box.jpg"	"pb"
"ADVICE"	"exes_box.jpg"	"nt"
"INSIGHT"	"equals_box.jpg"	"pb"
"LAKE"	"pluses_box.jpg"	"t"
"SCREEN"	"equals_box.jpg"	"pb"
"BAT"	"pluses_box.jpg"	"t"
"HELM"	"exes_box.jpg"	"nt"
"SLAB"	"exes_box.jpg"	"nt"
"ACE"	"pluses_box.jpg"	"t"
"REAR"	"exes_box.jpg"	"nt"
"DECAY"	"exes_box.jpg"	"nt"
"FOREST"	"exes_box.jpg"	"nt"
"TREE"	"pluses_box.jpg"	"t"
"GLOW"	"exes_box.jpg"	"nt"
"DIET"	"exes_box.jpg"	"nt"
"TAPE"	"equals_box.jpg"	"pb"
"LEAP"	"exes_box.jpg"	"nt"
"CROW"	"equals_box.jpg"	"pb"
"VAULT"	"exes_box.jpg"	"nt"
"PIPE"	"equals_box.jpg"	"pb"
"LOAN"	"equals_box.jpg"	"pb"
"VOLUME"	"pluses_box.jpg"	"t"
