"JOURNEY"	"exes_box.jpg"	"nt"
"ABDOMEN"	"equals_box.jpg"	"pb"
"VAULT"	"exes_box.jpg"	"nt"
"DIET"	"exes_box.jpg"	"nt"
"CANDLE"	"pluses_box.jpg"	"t"
"NAPKIN"	"pluses_box.jpg"	"t"
"ADVICE"	"exes_box.jpg"	"nt"
"BRAKE"	"equals_box.jpg"	"pb"
"FOREST"	"exes_box.jpg"	"nt"
"NEEDLE"	"equals_box.jpg"	"pb"
"RELAX"	"equals_box.jpg"	"pb"
"MIXTURE"	"exes_box.jpg"	"nt"
"BROOM"	"pluses_box.jpg"	"t"
"UNIT"	"exes_box.jpg"	"nt"
"REAR"	"exes_box.jpg"	"nt"
"SERVANT"	"equals_box.jpg"	"pb"
"SURFACE"	"equals_box.jpg"	"pb"
"LOAN"	"equals_box.jpg"	"pb"
"WOOD"	"exes_box.jpg"	"nt"
"TAPE"	"equals_box.jpg"	"pb"
"BREATH"	"equals_box.jpg"	"pb"
"VITAMIN"	"pluses_box.jpg"	"t"
"CRADLE"	"pluses_box.jpg"	"t"
"ANTLER"	"exes_box.jpg"	"nt"
"SCREEN"	"equals_box.jpg"	"pb"
"LATCH"	"pluses_box.jpg"	"t"
"WAFFLE"	"equals_box.jpg"	"pb"
"COAST"	"equals_box.jpg"	"pb"
"NIGHTCLUB"	"pluses_box.jpg"	"t"
"DECISION"	"pluses_box.jpg"	"t"
"SURPRISE"	"pluses_box.jpg"	"t"
"GLOW"	"exes_box.jpg"	"nt"
"PET"	"equals_box.jpg"	"pb"
"METAL"	"pluses_box.jpg"	"t"
"PIPE"	"equals_box.jpg"	"pb"
"VOLUME"	"pluses_box.jpg"	"t"
"HIVE"	"pluses_box.jpg"	"t"
"ACE"	"pluses_box.jpg"	"t"
"INSTANT"	"exes_box.jpg"	"nt"
"BUSINESS"	"exes_box.jpg"	"nt"
"TREE"	"pluses_box.jpg"	"t"
"HELM"	"exes_box.jpg"	"nt"
"LICE"	"pluses_box.jpg"	"t"
"DECAY"	"exes_box.jpg"	"nt"
"LENS"	"pluses_box.jpg"	"t"
"CROW"	"equals_box.jpg"	"pb"
"SOCIETY"	"exes_box.jpg"	"nt"
"PICNIC"	"pluses_box.jpg"	"t"
"LEAP"	"exes_box.jpg"	"nt"
"LAWN"	"equals_box.jpg"	"pb"
"STUMBLE"	"exes_box.jpg"	"nt"
"HUG"	"exes_box.jpg"	"nt"
"SLAB"	"exes_box.jpg"	"nt"
"PLUM"	"pluses_box.jpg"	"t"
"BOOTH"	"equals_box.jpg"	"pb"
"BAT"	"pluses_box.jpg"	"t"
"INSIGHT"	"equals_box.jpg"	"pb"
"STEAM"	"equals_box.jpg"	"pb"
"FOSSIL"	"equals_box.jpg"	"pb"
"LAKE"	"pluses_box.jpg"	"t"
