"PUMP"	"equals_box.jpg"	"fpb"
"CARTOON"	"pluses_box.jpg"	"ft"
"SCRATCH"	"exes_box.jpg"	"fnt"
"BOND"	"equals_box.jpg"	"fpb"
"CARTOON"	"pluses_box.jpg"	"ft"
"CHALK"	"exes_box.jpg"	"fnt"
"CHALK"	"exes_box.jpg"	"fnt"
"PUMP"	"equals_box.jpg"	"fpb"
"COLLEGE"	"equals_box.jpg"	"fpb"
"WISDOM"	"pluses_box.jpg"	"ft"
"LINT"	"pluses_box.jpg"	"ft"
"CIGAR"	"exes_box.jpg"	"fnt"
"WISDOM"	"pluses_box.jpg"	"ft"
"COLLEGE"	"equals_box.jpg"	"fpb"
"LINT"	"pluses_box.jpg"	"ft"
"CIGAR"	"exes_box.jpg"	"fnt"
"SCRATCH"	"exes_box.jpg"	"fnt"
"BOND"	"equals_box.jpg"	"fpb"
