5348.525	areyouready	LOADING RESOURCE SURFACE FROM DISK
1406298.958	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1406300.657	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1406025 Flip Time=1406325 Retrace Rate=16.646, prepareTime=299 flip request time 1406300
1410129.436	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1410130.895	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1410108 Flip Time=1410141 Retrace Rate=16.646, prepareTime=46 flip request time 1410130
1413954.021	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1413955.595	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1413925 Flip Time=1413975 Retrace Rate=16.646, prepareTime=54 flip request time 1413955
1417782.203	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1417783.834	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1417758 Flip Time=1417791 Retrace Rate=16.646, prepareTime=49 flip request time 1417783
1421596.704	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1421598.159	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1421575 Flip Time=1421608 Retrace Rate=16.646, prepareTime=46 flip request time 1421598
1425393.453	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1425394.988	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1425391 Flip Time=1425408 Retrace Rate=16.646, prepareTime=26 flip request time 1425394
1429212.293	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1429213.775	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1429191 Flip Time=1429225 Retrace Rate=16.646, prepareTime=45 flip request time 1429213
1433028.095	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1433029.617	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1433008 Flip Time=1433041 Retrace Rate=16.646, prepareTime=45 flip request time 1433029
1436851.306	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1436852.789	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1436825 Flip Time=1436875 Retrace Rate=16.646, prepareTime=51 flip request time 1436852
1440682.106	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1440683.6	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1440658 Flip Time=1440691 Retrace Rate=16.646, prepareTime=49 flip request time 1440683
1444496.192	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1444497.808	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1444475 Flip Time=1444508 Retrace Rate=16.646, prepareTime=46 flip request time 1444497
1448316.403	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1448317.998	StudyPhase[1].LearningPhase_1.Word_1	flip time is later than desired time. Desired Time=1448291 Flip Time=1448341 Retrace Rate=16.646, prepareTime=49 flip request time 1448317
1452112.406	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1455895.751	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1459678.653	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1463462.345	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1467245.43	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1471029.081	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1474812.161	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1478595.45	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1482379.016	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1486162.299	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1489945.556	StudyPhase[1].LearningPhase_1.Word_1	LOADING RESOURCE SURFACE FROM DISK
1634891.533	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1634893.091	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	flip time is later than desired time. Desired Time=1634875 Flip Time=1634908 Retrace Rate=16.646, prepareTime=42 flip request time 1634892
1637956.239	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1639779.207	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1639780.806	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	flip time is later than desired time. Desired Time=1639758 Flip Time=1639791 Retrace Rate=16.646, prepareTime=46 flip request time 1639780
1642192.305	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1643978.991	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1647004.211	StudyPhase[1].TestFeedback_1[1].FeedbackPB_1[1]	LOADING RESOURCE SURFACE FROM DISK
1648831.838	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1648833.443	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	flip time is later than desired time. Desired Time=1648808 Flip Time=1648841 Retrace Rate=16.646, prepareTime=48 flip request time 1648833
1650921.038	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1652712.248	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1654437.506	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1656228.96	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1658253.978	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1660045.673	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1662890.364	StudyPhase[1].TestFeedback_1[1].FeedbackPB_1[1]	LOADING RESOURCE SURFACE FROM DISK
1664722.441	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1664724.018	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	flip time is later than desired time. Desired Time=1664691 Flip Time=1664741 Retrace Rate=16.646, prepareTime=56 flip request time 1664723
1666824.228	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1668612.235	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1670554.277	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1672388.415	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
1672390.068	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	flip time is later than desired time. Desired Time=1672358 Flip Time=1672408 Retrace Rate=16.646, prepareTime=55 flip request time 1672389
1675420.951	StudyPhase[1].TestFeedback_1[1].Feedback_1[1]	LOADING RESOURCE SURFACE FROM DISK
1677212.286	StudyPhase[1].TestFeedback_1[1].Hint_1[1]	LOADING RESOURCE SURFACE FROM DISK
