"VOLUME"	"exes_box.jpg"	"nt"
"PLUM"	"exes_box.jpg"	"nt"
"LICE"	"exes_box.jpg"	"nt"
"OFFICER"	"equals_box.jpg"	"pb"
"BRAKE"	"pluses_box.jpg"	"t"
"PIPE"	"pluses_box.jpg"	"t"
"VITAMIN"	"exes_box.jpg"	"nt"
"AROMA"	"equals_box.jpg"	"pb"
"TREE"	"exes_box.jpg"	"nt"
"CRUMB"	"equals_box.jpg"	"pb"
"SOIL"	"equals_box.jpg"	"pb"
"ACCIDENT"	"equals_box.jpg"	"pb"
"BREATH"	"pluses_box.jpg"	"t"
"DECISION"	"exes_box.jpg"	"nt"
"NEEDLE"	"pluses_box.jpg"	"t"
"RELAX"	"pluses_box.jpg"	"t"
"STEAM"	"pluses_box.jpg"	"t"
"BROOM"	"exes_box.jpg"	"nt"
"LENS"	"exes_box.jpg"	"nt"
"TYPE"	"equals_box.jpg"	"pb"
"LIBERTY"	"equals_box.jpg"	"pb"
"COAST"	"pluses_box.jpg"	"t"
"NIGHTCLUB"	"exes_box.jpg"	"nt"
"SERVANT"	"pluses_box.jpg"	"t"
"CANDLE"	"exes_box.jpg"	"nt"
"SURFACE"	"pluses_box.jpg"	"t"
"INSIGHT"	"pluses_box.jpg"	"t"
"ABDOMEN"	"pluses_box.jpg"	"t"
"NAIL"	"equals_box.jpg"	"pb"
"LATCH"	"exes_box.jpg"	"nt"
"LUGGAGE"	"equals_box.jpg"	"pb"
"LOAN"	"pluses_box.jpg"	"t"
"PENCIL"	"equals_box.jpg"	"pb"
"KNUCKLE"	"equals_box.jpg"	"pb"
"BOOTH"	"pluses_box.jpg"	"t"
"CROW"	"pluses_box.jpg"	"t"
"HIVE"	"exes_box.jpg"	"nt"
"SKULL"	"equals_box.jpg"	"pb"
"PET"	"pluses_box.jpg"	"t"
"LAWN"	"pluses_box.jpg"	"t"
"DOUGH"	"equals_box.jpg"	"pb"
"SCREEN"	"pluses_box.jpg"	"t"
"CENT"	"equals_box.jpg"	"pb"
"MUSEUM"	"equals_box.jpg"	"pb"
"LAKE"	"exes_box.jpg"	"nt"
"WAFFLE"	"pluses_box.jpg"	"t"
"PLANE"	"equals_box.jpg"	"pb"
"RUG"	"equals_box.jpg"	"pb"
"CRADLE"	"exes_box.jpg"	"nt"
"METAL"	"exes_box.jpg"	"nt"
"PICNIC"	"exes_box.jpg"	"nt"
"BAT"	"exes_box.jpg"	"nt"
"CRACK"	"equals_box.jpg"	"pb"
"NAPKIN"	"exes_box.jpg"	"nt"
"MILK"	"equals_box.jpg"	"pb"
"SURPRISE"	"exes_box.jpg"	"nt"
"ACE"	"exes_box.jpg"	"nt"
"FOSSIL"	"pluses_box.jpg"	"t"
"TAPE"	"pluses_box.jpg"	"t"
"JOGGER"	"equals_box.jpg"	"pb"
