"BOND"	"WEDDING"	"BOND - WEDDING"	"fnt"
"MIXTURE"	"JAR"	"MIXTURE - OOO"	"pb"
"LIBERTY"	"EAGLE"	"LIBERTY - EAGLE"	"t"
"LEAP"	"BALLET"	"LEAP - OOOOOO"	"pb"
"BRAKE"	"ANCHOR"	"BRAKE - ANCHOR"	"nt"
"LATCH"	"CAGE"	"LATCH - CAGE"	"b"
"CROW"	"ASCENT"	"CROW - ASCENT"	"nt"
"REAR"	"TRAFFIC"	"REAR - OOOOOOO"	"pb"
"ACE"	"SYMBOL"	"ACE - SYMBOL"	"b"
"SLAB"	"GRANITE"	"SLAB - OOOOOOO"	"pb"
"RELAX"	"BED"	"RELAX - BED"	"nt"
"LINT"	"CURTAIN"	"LINT - CURTAIN"	"fb"
"SOIL"	"TOMATO"	"SOIL - TOMATO"	"t"
"PLUM"	"CORE"	"PLUM - CORE"	"b"
"JOGGER"	"COLLIE"	"JOGGER - COLLIE"	"t"
"VOLUME"	"TANK"	"VOLUME - TANK"	"b"
"KNUCKLE"	"RING"	"KNUCKLE - RING"	"t"
"LAWN"	"BEEF"	"LAWN - BEEF"	"nt"
"BOOTH"	"DIAL"	"BOOTH - DIAL"	"nt"
"JOURNEY"	"PANTS"	"JOURNEY - OOOOO"	"pb"
"MILK"	"SKIM"	"MILK - SKIM"	"t"
"METAL"	"STAPLE"	"METAL - STAPLE"	"b"
"TOLL"	"BRIDGE"	"TOLL - OOOOOO"	"fpb"
