3527519.403	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3527508 Flip Time=3527542 Retrace Rate=16.641, prepareTime=34 flip request time 3527519
3529498.453	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3531320.959	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3531323.102	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3531292 Flip Time=3531342 Retrace Rate=16.641, prepareTime=55 flip request time 3531322
3534448.318	StudyPhase[3].TestFeedback_3[1].FeedbackPB_3[1]	LOADING RESOURCE SURFACE FROM DISK
3536287.481	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3536289.728	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3536242 Flip Time=3536308 Retrace Rate=16.641, prepareTime=71 flip request time 3536289
3538687.351	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3540547.829	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3540550.044	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3540492 Flip Time=3540558 Retrace Rate=16.641, prepareTime=81 flip request time 3540549
3542301.633	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3544115.03	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3544117.298	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3544108 Flip Time=3544125 Retrace Rate=16.641, prepareTime=32 flip request time 3544117
3545531.985	StudyPhase[3].TestFeedback_3[1].FeedbackPB_3[1]	LOADING RESOURCE SURFACE FROM DISK
3547331.872	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3547334.198	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3547342 Flip Time=3547358 Retrace Rate=16.641, prepareTime=15 flip request time 3547333
3549457.144	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3551281.758	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3551284.212	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3551258 Flip Time=3551292 Retrace Rate=16.641, prepareTime=49 flip request time 3551283
3553966.287	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3555765.121	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3555767.395	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3555775 Flip Time=3555792 Retrace Rate=16.641, prepareTime=16 flip request time 3555767
3558023.961	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3559815.268	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3559817.696	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3559825 Flip Time=3559842 Retrace Rate=16.641, prepareTime=16 flip request time 3559817
3561773.474	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3563565.26	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3563567.526	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3563575 Flip Time=3563592 Retrace Rate=16.641, prepareTime=15 flip request time 3563567
3565140.979	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3566931.624	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3569957.361	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3571748.544	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3571750.84	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3571758 Flip Time=3571775 Retrace Rate=16.641, prepareTime=15 flip request time 3571750
3574790.718	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3576581.671	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3578390.854	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3580182.196	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3582289.503	StudyPhase[3].TestFeedback_3[1].FeedbackPB_3[1]	LOADING RESOURCE SURFACE FROM DISK
3584082.244	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	LOADING RESOURCE SURFACE FROM DISK
3584084.752	StudyPhase[3].TestFeedback_3[1].Hint_3[1]	flip time is later than desired time. Desired Time=3584092 Flip Time=3584108 Retrace Rate=16.641, prepareTime=16 flip request time 3584084
3587124.398	StudyPhase[3].TestFeedback_3[1].Feedback_3[1]	LOADING RESOURCE SURFACE FROM DISK
3595815.111	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3595817.655	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3595825 Flip Time=3595842 Retrace Rate=16.641, prepareTime=16 flip request time 3595817
3599615.58	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3599617.864	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3599625 Flip Time=3599642 Retrace Rate=16.641, prepareTime=16 flip request time 3599617
3603415.599	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3603417.886	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3603425 Flip Time=3603442 Retrace Rate=16.641, prepareTime=16 flip request time 3603417
3607215.408	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3611031.575	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3611033.87	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3611008 Flip Time=3611042 Retrace Rate=16.641, prepareTime=48 flip request time 3611033
3614859.543	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3614861.864	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3614825 Flip Time=3614875 Retrace Rate=16.641, prepareTime=60 flip request time 3614861
3618648.472	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3618650.74	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3618658 Flip Time=3618675 Retrace Rate=16.641, prepareTime=15 flip request time 3618650
3622448.786	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3622451.309	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3622458 Flip Time=3622475 Retrace Rate=16.641, prepareTime=16 flip request time 3622451
3626249.073	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3626251.402	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3626258 Flip Time=3626275 Retrace Rate=16.641, prepareTime=16 flip request time 3626251
3630049.002	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3630051.313	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3630058 Flip Time=3630075 Retrace Rate=16.641, prepareTime=16 flip request time 3630051
3633848.636	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3633850.981	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3633858 Flip Time=3633875 Retrace Rate=16.641, prepareTime=16 flip request time 3633850
3637781.318	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3637783.619	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3637658 Flip Time=3637792 Retrace Rate=16.641, prepareTime=148 flip request time 3637783
3641609.759	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3641612.172	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3641575 Flip Time=3641625 Retrace Rate=16.641, prepareTime=60 flip request time 3641611
3645399.06	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3645401.339	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3645408 Flip Time=3645425 Retrace Rate=16.641, prepareTime=16 flip request time 3645401
3649233.25	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3649235.742	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3649208 Flip Time=3649258 Retrace Rate=16.641, prepareTime=50 flip request time 3649235
3653074.99	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3653077.414	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3653042 Flip Time=3653092 Retrace Rate=16.641, prepareTime=59 flip request time 3653077
3656865.87	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3656868.225	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3656875 Flip Time=3656892 Retrace Rate=16.641, prepareTime=16 flip request time 3656867
3660665.597	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3660667.961	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3660675 Flip Time=3660692 Retrace Rate=16.641, prepareTime=16 flip request time 3660667
3664465.675	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3664468.288	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3664475 Flip Time=3664492 Retrace Rate=16.641, prepareTime=16 flip request time 3664467
3668265.791	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3668268.187	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3668275 Flip Time=3668292 Retrace Rate=16.641, prepareTime=16 flip request time 3668267
3672088.637	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3672091.05	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3672075 Flip Time=3672108 Retrace Rate=16.641, prepareTime=39 flip request time 3672090
3675921.501	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3675924.012	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3675892 Flip Time=3675942 Retrace Rate=16.641, prepareTime=55 flip request time 3675923
3679759.009	StudyPhase[4].LearningPhase_4.Word_4	LOADING RESOURCE SURFACE FROM DISK
3679761.43	StudyPhase[4].LearningPhase_4.Word_4	flip time is later than desired time. Desired Time=3679725 Flip Time=3679775 Retrace Rate=16.641, prepareTime=60 flip request time 3679761
3689148.834	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3689151.528	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3689158 Flip Time=3689175 Retrace Rate=16.641, prepareTime=16 flip request time 3689151
3690974.949	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3692765.817	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3692768.293	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3692775 Flip Time=3692792 Retrace Rate=16.641, prepareTime=16 flip request time 3692768
3696094.783	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3697920.677	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3697923.107	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3697892 Flip Time=3697942 Retrace Rate=16.641, prepareTime=54 flip request time 3697922
3700743.832	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3702532.402	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3702534.844	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3702542 Flip Time=3702558 Retrace Rate=16.641, prepareTime=16 flip request time 3702534
3705618.745	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3707415.826	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3707418.239	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3707425 Flip Time=3707442 Retrace Rate=16.641, prepareTime=16 flip request time 3707417
3710458.354	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
3712249.221	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3712251.629	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3712258 Flip Time=3712275 Retrace Rate=16.641, prepareTime=16 flip request time 3712251
3714658.451	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
3716449.54	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3716452.117	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3716458 Flip Time=3716475 Retrace Rate=16.641, prepareTime=16 flip request time 3716451
3718625.137	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3720415.977	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3720418.439	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3720425 Flip Time=3720442 Retrace Rate=16.641, prepareTime=17 flip request time 3720418
3722141.484	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
3723932.657	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3723935.337	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3723942 Flip Time=3723958 Retrace Rate=16.641, prepareTime=17 flip request time 3723935
3726508.55	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3728299.487	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3728302.041	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3728308 Flip Time=3728325 Retrace Rate=16.641, prepareTime=17 flip request time 3728301
3731267.119	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3733066.56	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3733069.024	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3733075 Flip Time=3733092 Retrace Rate=16.641, prepareTime=17 flip request time 3733068
3735119.412	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3736916.562	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3736918.993	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3736925 Flip Time=3736942 Retrace Rate=16.641, prepareTime=17 flip request time 3736918
3738758.423	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
3740549.671	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3740552.177	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3740558 Flip Time=3740575 Retrace Rate=16.641, prepareTime=17 flip request time 3740551
3742675.285	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3744466.566	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3744469.194	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3744475 Flip Time=3744492 Retrace Rate=16.641, prepareTime=17 flip request time 3744468
3747315.951	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3749116.35	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3749119.012	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3749125 Flip Time=3749142 Retrace Rate=16.641, prepareTime=17 flip request time 3749118
3751658.954	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3753449.857	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3753452.432	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3753458 Flip Time=3753475 Retrace Rate=16.641, prepareTime=17 flip request time 3753452
3755392.624	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3757182.977	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3757185.488	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3757192 Flip Time=3757208 Retrace Rate=16.641, prepareTime=17 flip request time 3757185
3760277.148	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3762085.332	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3762087.947	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3762075 Flip Time=3762108 Retrace Rate=16.641, prepareTime=36 flip request time 3762087
3765162.437	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
3766949.615	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3766952.24	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3766958 Flip Time=3766975 Retrace Rate=16.641, prepareTime=17 flip request time 3766951
3769775.83	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3771566.633	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3771569.305	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3771575 Flip Time=3771592 Retrace Rate=16.641, prepareTime=17 flip request time 3771569
3774109.021	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3775899.884	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3775902.641	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3775908 Flip Time=3775925 Retrace Rate=16.641, prepareTime=17 flip request time 3775902
3777892.172	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
3779683.219	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3779685.827	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3779692 Flip Time=3779708 Retrace Rate=16.641, prepareTime=17 flip request time 3779685
3782292.241	StudyPhase[4].TestFeedback_4[1].Feedback_4[1]	LOADING RESOURCE SURFACE FROM DISK
3784083.645	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	LOADING RESOURCE SURFACE FROM DISK
3784086.291	StudyPhase[4].TestFeedback_4[1].Hint_4[1]	flip time is later than desired time. Desired Time=3784092 Flip Time=3784108 Retrace Rate=16.641, prepareTime=18 flip request time 3784086
3786325.839	StudyPhase[4].TestFeedback_4[1].FeedbackPB_4[1]	LOADING RESOURCE SURFACE FROM DISK
